Word	Style_W	Wordstem	Chapter 0	Chapter 1	Chapter 2	Chapter 3	Chapter 4	Chapter 5	Chapter 6	Chapter 7	Chapter 8	Chapter 9	Chapter 10	Chapter 11	Chapter 12,
cross	noun	cross	0	0	1	1	0	0	0	0	0	0	0	4	0	0
inch	noun	inch	0	2	1	0	0	3	0	0	0	0	0	0	0	0
english	adjective	english	0	0	3	2	0	0	0	1	0	0	0	0	0	0
cake	noun	cake	0	3	0	0	3	0	0	0	0	0	0	0	0	0
stay	noun	stai	0	0	2	1	1	0	0	1	0	1	0	0	0	0
forget	verb	forget	0	0	0	0	1	0	0	1	0	1	0	1	1	0
direct	adjective	direct	0	0	1	0	0	0	1	0	1	0	0	0	2	0
near	adverb	near	0	0	1	0	0	0	1	0	1	1	1	0	0	0
drew	verb	drew	0	0	0	0	1	1	0	1	0	0	2	0	0	0
swam	verb	swam	0	0	5	0	0	0	0	0	0	0	0	0	0	0
evening	noun	evening	0	0	0	0	0	0	0	0	0	0	5	0	0	0
hole	noun	hole	0	4	0	0	1	0	0	0	0	0	0	0	0	0
wrong	adjective	wrong	0	0	1	0	0	1	0	1	0	0	2	0	0	0
curiosity	noun	curiositi	0	1	0	0	0	0	0	2	1	0	1	0	0	0
aloud	adverb	aloud	0	1	0	1	0	1	1	1	0	0	0	0	0	0
fit	verb	fit	0	1	0	0	0	0	0	0	0	0	0	0	4	0
speaking	adjective	speaking	0	0	1	1	0	1	1	0	1	0	0	0	0	0
plate	noun	plate	0	0	0	0	1	0	2	1	0	0	0	0	1	0
altogether	adverb	altogether	0	1	1	0	1	0	2	0	0	0	0	0	0	0
finger	noun	finger	0	1	0	2	0	0	0	0	0	0	0	1	1	0
confusion	noun	confusion	0	0	0	1	1	0	0	0	1	0	0	2	0	0
height	noun	height	0	0	0	0	1	3	0	0	0	1	0	0	0	0
suppress	verb	suppress	0	0	0	0	0	0	0	0	0	0	0	4	1	0
kid	noun	kid	0	0	3	0	2	0	0	0	0	0	0	0	0	0
sleepy	adjective	sleepi	0	2	0	0	0	1	0	1	0	0	0	1	0	0
judge	noun	judge	0	0	0	2	0	0	1	0	0	0	0	2	0	0
officer	noun	officer	0	0	0	0	0	0	0	0	0	0	0	5	0	0
night	noun	night	0	1	1	1	0	1	1	0	0	0	0	0	0	0
temper	verb	temper	0	0	0	1	0	2	0	0	0	2	0	0	0	0
tis	Not found	tis	0	0	0	0	0	0	0	0	0	3	2	0	0	0
picture	noun	picture	0	3	0	1	0	0	0	0	0	1	0	0	0	0
mile	noun	mile	0	2	0	0	0	0	0	0	0	0	0	0	3	0
water	noun	water	0	0	2	1	0	0	0	2	0	0	0	0	0	0
impatiently	adverb	impatientli	0	0	0	1	0	0	0	1	1	0	2	0	0	0
angry	adjective	angri	0	0	1	0	2	0	2	0	0	0	0	0	0	0
man	noun	man	0	0	0	0	0	1	0	0	0	0	0	3	1	0
interesting	adjective	interesting	0	0	0	0	1	0	1	0	0	1	2	0	0	0
instantly	adverb	instantli	0	0	0	0	1	0	0	1	2	0	0	1	0	0
carry	verb	carri	0	0	0	0	0	0	3	0	0	0	1	1	0	0
friend	noun	friend	0	1	0	0	0	0	0	0	2	0	1	0	1	0
grunt	verb	grunt	0	0	0	0	0	0	5	0	0	0	0	0	0	0
argument	noun	argument	0	0	0	1	0	0	0	0	4	0	0	0	0	0
hookah	noun	hookah	0	0	0	0	1	4	0	0	0	0	0	0	0	0
knee	noun	knee	0	0	0	0	0	0	0	0	1	0	0	1	3	0
walking	adjective	walking	0	1	0	1	0	0	0	0	3	0	0	0	0	0
corner	noun	corner	0	2	0	0	1	0	0	1	1	0	0	0	0	0
shrill	adjective	shrill	0	0	1	0	0	0	0	0	1	0	0	1	2	0
unimportant	Not found	unimport	0	0	0	0	0	0	0	0	0	0	0	0	5	0
morning	adjective	morning	0	0	1	1	0	1	0	1	0	0	1	0	0	0
teacup	noun	teacup	0	0	0	0	0	0	0	0	0	0	0	3	2	0
direction	noun	direction	0	0	0	0	1	1	3	0	0	0	0	0	0	0
case	noun	case	0	0	1	1	1	1	0	1	0	0	0	0	0	0
finish	verb	finish	0	0	0	2	0	0	0	1	0	1	0	1	0	0
execution	noun	execution	0	0	0	0	0	0	0	0	1	3	0	0	1	0
quietly	adverb	quietli	0	0	0	0	1	0	2	0	1	0	1	0	0	0
fellow	noun	fellow	0	0	0	0	2	0	0	1	0	1	1	0	0	0
sneeze	verb	sneeze	0	0	0	0	0	0	4	0	0	0	0	0	1	0
clock	noun	clock	0	0	0	0	0	0	0	5	0	0	0	0	0	0
stick	noun	stick	0	1	0	0	4	0	0	0	0	0	0	0	0	0
remain	verb	remain	0	1	0	0	0	1	1	0	1	0	0	1	0	0
difficulty	noun	difficulti	0	0	0	0	1	0	1	0	3	0	0	0	0	0
number	noun	number	0	0	1	0	1	1	0	0	0	1	0	0	1	0
procession	noun	procession	0	0	0	0	0	0	0	0	5	0	0	0	0	0
eggs	noun	eggs	0	0	0	0	0	5	0	0	0	0	0	0	0	0
reach	noun	reach	0	2	1	0	1	0	1	0	0	0	0	0	0	0
plan	noun	plan	0	0	1	0	2	1	0	0	0	1	0	0	0	0
nervous	adjective	nervous	0	1	0	0	0	0	0	0	1	0	1	2	0	0
nibble	verb	nibble	0	0	0	0	0	3	1	1	0	0	0	0	0	0
simple	adjective	simple	0	1	0	0	0	0	0	0	0	1	0	0	3	0
pack	verb	pack	0	0	0	0	0	0	0	0	2	0	0	1	2	0
swim	verb	swim	0	0	0	0	1	0	0	0	0	0	1	0	3	0
person	noun	person	0	1	1	1	0	0	0	0	0	0	1	0	1	0
cut	verb	cut	0	1	0	0	0	0	0	0	3	0	0	1	0	0
dare	verb	dare	0	0	0	1	0	0	0	2	0	1	1	0	0	0
prove	verb	prove	0	0	0	0	1	0	1	0	0	0	0	0	3	0
young	adjective	young	0	0	0	1	0	1	0	1	0	2	0	0	0	0
wave	noun	wave	0	0	0	0	0	0	2	0	0	0	1	0	2	0
behead	verb	behead	0	0	0	0	0	0	0	0	4	0	0	1	0	0
prizes	noun	prizes	0	0	0	5	0	0	0	0	0	0	0	0	0	0
attend	verb	attend	0	0	0	1	0	1	1	0	1	1	0	0	0	0
sadly	adverb	sadli	0	1	0	1	0	0	0	0	0	0	2	0	1	0
fear	noun	fear	0	1	0	0	1	1	1	0	0	0	0	1	0	0
meant	verb	meant	0	0	0	0	0	0	1	0	1	0	0	1	2	0
juror	noun	juror	0	0	0	0	0	0	0	0	0	0	0	5	0	0
strange	adjective	strange	0	0	1	0	0	1	0	0	0	0	0	0	3	0
usual	adjective	usual	0	0	1	0	0	2	0	0	0	1	0	0	1	0
sky	noun	ski	0	0	0	0	1	1	2	1	0	0	0	0	0	0
mutter	verb	mutter	0	0	1	0	1	0	1	1	0	0	0	0	1	0
chance	noun	chance	0	0	0	0	1	1	0	0	1	0	0	1	1	0
worth	verb	worth	0	1	1	0	0	1	0	0	1	0	0	0	0	0
pinch	verb	pinch	0	0	0	0	0	0	0	3	0	0	0	1	0	0
second	noun	second	0	1	0	0	1	0	1	0	0	0	0	1	0	0
player	noun	player	0	0	0	0	0	0	0	0	2	2	0	0	0	0
elbow	noun	elbow	0	0	0	0	2	0	0	1	1	0	0	0	0	0
want	noun	want	0	0	0	2	0	0	0	0	1	1	0	0	0	0
jumping	adjective	jumping	0	0	0	0	0	0	1	0	1	0	1	0	1	0
lay	verb	lai	0	0	0	0	1	1	0	0	1	0	0	0	1	0
green	adjective	green	0	0	0	0	0	3	0	0	0	0	1	0	0	0
mabel	Not found	mabel	0	0	4	0	0	0	0	0	0	0	0	0	0	0
bank	noun	bank	0	1	0	1	0	1	0	0	0	0	0	0	1	0
telescope	noun	telescope	0	3	1	0	0	0	0	0	0	0	0	0	0	0
taught	adjective	taught	0	1	0	0	0	0	0	0	0	3	0	0	0	0
hearing	noun	hearing	0	0	0	0	1	1	1	1	0	0	0	0	0	0
master	noun	master	0	0	0	0	1	0	0	0	0	3	0	0	0	0
solemnly	adverb	solemnli	0	0	0	2	0	0	0	0	0	0	2	0	0	0
decidedly	adverb	decidedli	0	0	0	0	0	1	1	0	2	0	0	0	0	0
earth	noun	earth	0	2	0	0	0	0	1	0	0	1	0	0	0	0
shape	verb	shape	0	0	0	1	0	0	2	0	1	0	0	0	0	0
twinkling	noun	twinkling	0	0	0	0	0	0	0	1	0	0	0	3	0	0
kitchen	noun	kitchen	0	0	0	0	0	0	2	0	0	2	0	0	0	0
pity	noun	piti	0	0	0	1	0	0	0	0	2	1	0	0	0	0
tiny	adjective	tini	0	1	0	0	2	0	0	0	0	0	0	0	1	0
catch	verb	catch	0	1	0	1	2	0	0	0	0	0	0	0	0	0
sever	verb	sever	0	1	0	1	0	0	1	0	1	0	0	0	0	0
yer	pronoun	yer	0	0	0	0	4	0	0	0	0	0	0	0	0	0
spread	verb	spread	0	0	1	0	2	0	0	0	0	0	0	0	1	0
quadrille	noun	quadrille	0	0	0	0	0	0	0	0	0	0	4	0	0	0
dead	adjective	dead	0	0	0	0	2	0	0	0	0	0	0	0	2	0
escape	verb	escape	0	0	1	0	1	0	0	0	2	0	0	0	0	0
bottom	noun	bottom	0	0	0	0	0	0	0	3	0	1	0	0	0	0
choke	verb	choke	0	0	0	1	1	0	0	0	0	0	2	0	0	0
true	adjective	true	0	1	0	0	0	0	0	0	0	1	0	0	2	0
passage	noun	passage	0	3	0	0	0	0	0	1	0	0	0	0	0	0
settle	noun	settle	0	0	0	0	0	1	0	0	2	0	0	1	0	0
honour	Not found	honour	0	0	0	0	4	0	0	0	0	0	0	0	0	0
french	adjective	french	0	0	2	0	0	0	0	0	0	2	0	0	0	0
bow	verb	bow	0	0	0	1	0	0	1	0	2	0	0	0	0	0
quarrel	noun	quarrel	0	0	0	0	0	0	0	1	2	1	0	0	0	0
figure	noun	figure	0	0	0	0	0	0	1	0	0	0	3	0	0	0
natural	adjective	natural	0	1	0	1	0	0	1	0	0	0	1	0	0	0
tale	noun	tale	0	0	0	3	0	0	0	0	0	0	0	0	1	0
shake	verb	shake	0	0	0	0	0	1	1	1	0	0	1	0	0	0
fast	verb	fast	0	0	0	0	0	0	0	1	0	1	1	1	0	0
alas	interjection	alas	0	2	1	0	1	0	0	0	0	0	0	0	0	0
ann	noun	ann	0	0	0	0	4	0	0	0	0	0	0	0	0	0
busily	adverb	busili	0	0	0	0	0	0	1	0	1	0	0	1	1	0
breath	noun	breath	0	0	0	1	1	0	0	0	0	1	1	0	0	0
mary	noun	mari	0	0	0	0	4	0	0	0	0	0	0	0	0	0
crumb	noun	crumb	0	0	0	0	0	0	0	1	0	0	3	0	0	0
pat	verb	pat	0	0	0	1	3	0	0	0	0	0	0	0	0	0
week	noun	week	0	0	0	0	0	1	0	0	0	1	0	1	1	0
verse	noun	verse	0	0	0	0	0	0	1	1	0	0	2	0	0	0
frown	verb	frown	0	0	0	1	0	0	0	0	0	1	0	1	1	0
twelve	adjective	twelve	0	0	1	0	0	0	1	0	0	0	0	2	0	0
shrinking	adjective	shrinking	0	0	2	0	1	1	0	0	0	0	0	0	0	0
mice	noun	mice	0	1	1	1	1	0	0	0	0	0	0	0	0	0
grass	noun	grass	0	0	0	0	1	1	0	0	0	0	0	0	2	0
pointing	noun	pointing	0	0	0	1	0	0	0	1	1	0	0	0	1	0
vers	noun	vers	0	0	0	0	0	0	0	0	0	0	0	0	4	0
deeply	adverb	deepli	0	1	0	0	0	0	0	0	0	1	2	0	0	0
hours	noun	hours	0	0	0	0	0	0	2	0	0	2	0	0	0	0
splash	verb	splash	0	0	2	0	0	0	0	0	1	0	0	0	1	0
ootiful	Not found	ooti	0	0	0	0	0	0	0	0	0	0	4	0	0	0
shore	noun	shore	0	0	2	0	0	0	0	0	0	0	2	0	0	0
held	verb	held	0	0	0	0	2	1	1	0	0	0	0	0	0	0
paper	noun	paper	0	1	0	0	0	0	0	0	0	0	0	0	3	0
expect	verb	expect	0	1	0	0	2	0	1	0	0	0	0	0	0	0
flower	noun	flower	0	1	0	0	1	0	0	1	1	0	0	0	0	0
fallen	adjective	fallen	0	1	2	0	1	0	0	0	0	0	0	0	0	0
porpoise	noun	porpoise	0	0	0	0	0	0	0	0	0	0	4	0	0	0
yawn	verb	yawn	0	0	0	0	0	1	0	2	0	0	1	0	0	0
fond	adjective	fond	0	1	1	0	0	0	0	0	1	1	0	0	0	0
cry	verb	cri	0	0	1	1	0	0	0	0	0	0	1	0	1	0
thimble	noun	thimble	0	0	0	4	0	0	0	0	0	0	0	0	0	0
fire	noun	fire	0	0	1	0	0	0	3	0	0	0	0	0	0	0
violently	adverb	violentli	0	0	1	0	0	1	2	0	0	0	0	0	0	0
vanish	verb	vanish	0	0	0	0	1	0	3	0	0	0	0	0	0	0
howl	verb	howl	0	0	0	0	0	0	4	0	0	0	0	0	0	0
duck	noun	duck	0	0	1	2	0	0	0	0	0	0	1	0	0	0
pale	adjective	pale	0	0	1	0	0	0	0	0	0	0	1	1	1	0
savage	adjective	savage	0	0	1	0	0	0	0	1	0	2	0	0	0	0
letter	noun	letter	0	1	0	0	0	0	1	0	0	0	0	0	2	0
jurymen	Not found	jurymen	0	0	0	0	0	0	0	0	0	0	0	0	4	0
age	noun	age	0	0	1	1	0	1	0	0	0	0	0	1	0	0
send	verb	send	0	0	1	0	2	0	0	0	1	0	0	0	0	0
verdict	noun	verdict	0	0	0	0	0	0	0	0	0	0	0	1	3	0
boots	noun	boots	0	0	1	0	0	0	0	0	0	0	3	0	0	0
uncomfortable	adjective	uncomfortable	0	0	0	1	1	0	0	1	1	0	0	0	0	0
capital	adjective	capital	0	0	3	1	0	0	0	0	0	0	0	0	0	0
led	verb	led	0	1	1	0	0	0	1	1	0	0	0	0	0	0
doubt	verb	doubt	0	0	0	0	2	0	2	0	0	0	0	0	0	0
sharply	adverb	sharpli	0	1	0	1	0	0	0	0	0	1	0	1	0	0
arches	noun	arches	0	0	0	0	0	0	0	0	2	2	0	0	0	0
lock	noun	lock	0	3	0	0	0	1	0	0	0	0	0	0	0	0
indignantly	adverb	indignantli	0	0	0	0	0	1	0	2	0	1	0	0	0	0
crash	verb	crash	0	0	0	0	2	0	1	0	0	0	0	0	1	0
perfectly	adverb	perfectli	0	0	0	0	0	2	1	0	0	0	1	0	0	0
beat	verb	beat	0	0	0	0	0	0	2	1	0	0	0	0	1	0
beau	noun	beau	0	0	0	0	0	0	0	0	0	0	4	0	0	0
stuff	noun	stuff	0	0	0	0	0	2	0	0	0	0	1	0	1	0
digging	noun	digging	0	0	1	0	2	0	0	0	0	1	0	0	0	0
noise	noun	noise	0	0	0	1	0	0	2	0	0	0	0	0	1	0
tongue	noun	tongue	0	0	0	1	1	0	0	0	0	1	0	0	1	0
lives	noun	lives	0	0	0	0	0	1	2	0	0	1	0	0	0	0
hanging	adjective	hanging	0	1	0	0	1	0	0	0	1	0	0	0	0	0
hate	verb	hate	0	0	2	1	0	0	0	0	0	0	0	0	0	0
solemn	adjective	solemn	0	0	0	1	0	0	2	0	0	0	0	0	0	0
poison	noun	poison	0	3	0	0	0	0	0	0	0	0	0	0	0	0
met	noun	met	0	0	0	1	1	0	0	0	0	1	0	0	0	0
brought	Not found	brought	0	0	0	0	0	2	0	0	1	0	0	0	0	0
music	noun	music	0	0	0	0	0	0	0	1	0	2	0	0	0	0
breathe	verb	breathe	0	0	0	0	0	0	0	2	0	0	0	1	0	0
hurt	noun	hurt	0	1	1	0	0	0	1	0	0	0	0	0	0	0
attempt	verb	attempt	0	0	0	0	1	0	0	0	0	0	0	1	1	0
interrupt	verb	interrupt	0	0	0	0	0	0	0	2	0	0	0	0	1	0
sighing	adjective	sighing	0	0	0	1	0	0	0	0	0	2	0	0	0	0
free	adjective	free	0	0	0	0	0	2	0	0	0	0	0	0	1	0
rattle	verb	rattle	0	0	0	0	1	0	0	0	0	0	0	0	2	0
manner	noun	manner	0	0	0	0	0	0	1	1	1	0	0	0	0	0
grave	noun	grave	0	0	0	1	0	0	0	0	1	0	0	0	1	0
notion	noun	notion	0	0	1	0	0	0	0	0	0	0	1	0	1	0
patter	verb	patter	0	0	1	1	1	0	0	0	0	0	0	0	0	0
decided	adjective	decided	0	1	0	0	0	0	0	0	0	1	0	1	0	0
lovely	adjective	loveli	0	2	0	0	1	0	0	0	0	0	0	0	0	0
doth	verb	doth	0	0	2	0	0	1	0	0	0	0	0	0	0	0
mistake	verb	mistake	0	0	0	0	1	0	1	0	1	0	0	0	0	0
unfortunate	adjective	unfortunate	0	0	0	0	0	0	0	0	1	0	0	0	2	0
delight	noun	delight	0	1	0	0	1	1	0	0	0	0	0	0	0	0
old	noun	old	0	0	0	1	1	0	0	0	0	0	0	0	1	0
crown	noun	crown	0	0	0	1	0	0	0	0	1	0	0	1	0	0
peep	verb	peep	0	1	0	0	1	0	1	0	0	0	0	0	0	0
civil	adjective	civil	0	0	0	0	0	0	0	3	0	0	0	0	0	0
whisker	noun	whisker	0	1	0	0	1	0	0	0	0	0	0	1	0	0
fury	noun	furi	0	0	0	2	0	0	0	0	1	0	0	0	0	0
check	noun	check	0	0	0	0	0	0	0	0	1	0	2	0	0	0
floor	noun	floor	0	0	0	0	2	0	0	0	0	0	0	1	0	0
tossing	noun	tossing	0	0	0	0	0	0	1	1	1	0	0	0	0	0
handed	adjective	handed	0	0	0	1	0	0	1	0	0	0	0	0	1	0
holding	noun	holding	0	1	1	0	0	0	0	1	0	0	0	0	0	0
faster	noun	faster	0	0	0	0	0	0	1	0	0	0	2	0	0	0
advantage	noun	advantage	0	0	0	0	0	0	1	1	0	1	0	0	0	0
quick	adjective	quick	0	0	0	1	1	0	0	1	0	0	0	0	0	0
sign	noun	sign	0	0	0	0	0	0	0	0	0	0	0	0	3	0
filled	adjective	filled	0	1	1	0	0	0	0	0	0	0	0	0	1	0
address	verb	address	0	0	0	1	0	1	1	0	0	0	0	0	0	0
hoarse	adjective	hoarse	0	0	1	0	0	0	1	1	0	0	0	0	0	0
boy	noun	boi	0	0	0	0	0	0	2	0	0	0	0	0	1	0
love	noun	love	0	0	1	0	0	0	0	0	0	2	0	0	0	0
fly	noun	fli	0	0	0	0	0	0	0	1	1	1	0	0	0	0
nursing	adjective	nursing	0	0	0	0	0	0	3	0	0	0	0	0	0	0
owl	noun	owl	0	0	0	0	0	0	0	0	0	0	3	0	0	0
needn	Not found	needn	0	0	0	0	0	0	0	0	1	1	0	0	1	0
em	noun	em	0	0	0	0	2	0	1	0	0	0	0	0	0	0
year	noun	year	0	0	0	0	0	0	0	2	0	0	0	0	1	0
card	noun	card	0	0	0	0	0	0	0	0	1	0	0	1	1	0
advance	verb	advance	0	0	0	0	0	0	0	0	0	0	3	0	0	0
impossible	adjective	impossible	0	1	0	0	0	0	2	0	0	0	0	0	0	0
caught	verb	caught	0	0	0	0	0	0	2	0	1	0	0	0	0	0
wide	adjective	wide	0	0	0	0	0	0	1	1	0	0	1	0	0	0
sad	adjective	sad	0	0	0	2	0	0	0	0	0	1	0	0	0	0
spectacle	noun	spectacle	0	0	0	0	0	0	0	0	0	0	0	2	1	0
hungry	adjective	hungri	0	0	0	0	1	0	0	1	0	0	0	1	0	0
stair	noun	stair	0	1	0	0	1	1	0	0	0	0	0	0	0	0
hedge	noun	hedge	0	1	0	0	1	1	0	0	0	0	0	0	0	0
label	noun	label	0	2	0	0	1	0	0	0	0	0	0	0	0	0
reading	noun	reading	0	1	0	0	0	0	0	0	0	0	0	1	1	0
caucus	noun	caucus	0	0	0	3	0	0	0	0	0	0	0	0	0	0
tuck	noun	tuck	0	0	0	0	0	0	0	0	2	1	0	0	0	0
loudly	adverb	loudli	0	0	0	0	0	0	1	0	1	0	0	0	1	0
riddle	noun	riddle	0	0	0	0	0	0	0	3	0	0	0	0	0	0
sulky	adjective	sulki	0	0	0	1	0	1	0	0	1	0	0	0	0	0
mark	noun	mark	0	0	0	0	0	0	0	0	0	0	1	1	1	0
speech	noun	speech	0	0	0	2	0	0	0	1	0	0	0	0	0	0
blow	verb	blow	0	0	0	0	0	1	1	0	1	0	0	0	0	0
real	noun	real	0	0	0	0	1	0	1	0	0	1	0	0	0	0
dark	adjective	dark	0	3	0	0	0	0	0	0	0	0	0	0	0	0
lady	noun	ladi	0	0	0	0	0	0	0	1	0	2	0	0	0	0
mustard	noun	mustard	0	0	0	0	0	0	0	0	0	3	0	0	0	0
oblige	verb	oblige	0	0	0	0	0	0	0	0	0	0	1	2	0	0
knife	noun	knife	0	1	0	0	0	0	0	1	0	0	1	0	0	0
repeating	adjective	repeating	0	0	0	0	0	0	1	0	0	0	2	0	0	0
trot	verb	trot	0	0	1	0	1	0	1	0	0	0	0	0	0	0
stare	noun	stare	0	0	0	0	0	0	1	0	0	0	0	2	0	0
tremble	verb	tremble	0	0	0	0	1	0	0	0	0	1	0	1	0	0
sobbing	noun	sobbing	0	0	0	0	0	0	1	0	0	2	0	0	0	0
hunting	noun	hunting	0	0	0	0	2	0	0	0	0	0	0	1	0	0
worse	adjective	worse	0	0	1	0	0	0	0	1	0	0	0	0	1	0
washing	noun	washing	0	0	1	0	0	0	0	0	0	2	0	0	0	0
list	noun	list	0	0	0	0	0	0	0	0	0	0	0	3	0	0
nurse	noun	nurse	0	0	1	0	1	0	1	0	0	0	0	0	0	0
ma	noun	ma	0	1	1	1	0	0	0	0	0	0	0	0	0	0
tortoise	noun	tortoise	0	0	0	0	0	0	0	0	0	3	0	0	0	0
gravely	adverb	graveli	0	0	0	1	0	1	0	0	0	0	0	0	1	0
share	noun	share	0	0	0	0	0	0	0	0	0	0	2	0	1	0
sense	noun	sense	0	0	0	0	1	0	1	0	0	1	0	0	0	0
rude	adjective	rude	0	0	0	0	0	0	0	2	0	1	0	0	0	0
pant	verb	pant	0	0	0	1	1	0	0	0	0	0	1	0	0	0
pray	noun	prai	0	0	0	0	0	2	0	0	0	1	0	0	0	0
return	verb	return	0	0	1	0	0	0	0	0	0	0	0	0	2	0
easily	adverb	easili	0	0	0	1	0	2	0	0	0	0	0	0	0	0
stopped	adjective	stopped	0	0	0	0	1	0	0	0	1	0	0	1	0	0
knocking	noun	knocking	0	0	0	0	1	0	2	0	0	0	0	0	0	0
guest	noun	guest	0	0	0	0	0	0	0	0	1	1	0	0	1	0
twenty	adjective	twenti	0	0	1	0	0	0	2	0	0	0	0	0	0	0
toe	noun	toe	0	0	0	0	0	0	0	0	0	0	3	0	0	0
declare	verb	declare	0	0	1	1	0	0	0	0	0	0	1	0	0	0
picked	adjective	picked	0	0	0	0	1	0	0	1	0	0	0	0	1	0
livery	noun	liveri	0	0	0	0	0	0	3	0	0	0	0	0	0	0
finding	noun	finding	0	2	0	0	0	0	0	0	0	1	0	0	0	0
clear	adjective	clear	0	0	1	0	0	0	0	0	0	1	1	0	0	0
carefully	adverb	carefulli	0	0	0	1	0	1	0	0	1	0	0	0	0	0
courage	noun	courage	0	0	0	0	0	0	1	0	1	0	1	0	0	0
wrote	verb	wrote	0	0	0	0	0	0	0	0	0	0	0	1	2	0
succeed	verb	succeed	0	0	0	0	0	2	0	0	1	0	0	0	0	0
panther	noun	panther	0	0	0	0	0	0	0	0	0	0	3	0	0	0
simply	adverb	simpli	0	0	0	1	1	0	0	0	0	1	0	0	0	0
lived	adjective	lived	0	0	0	0	0	0	0	2	0	0	1	0	0	0
fur	noun	fur	0	0	0	1	1	0	1	0	0	0	0	0	0	0
fun	noun	fun	0	0	0	0	0	0	0	1	0	2	0	0	0	0
funny	adjective	funni	0	1	1	0	0	0	0	1	0	0	0	0	0	0
belong	verb	belong	0	1	1	0	0	0	0	0	1	0	0	0	0	0
grand	adjective	grand	0	1	0	0	0	0	0	1	1	0	0	0	0	0
snail	noun	snail	0	0	0	0	0	0	0	0	0	0	3	0	0	0
yesterday	noun	yesterdai	0	0	1	0	0	0	0	0	1	0	1	0	0	0
moving	adjective	moving	0	0	0	0	1	1	0	1	0	0	0	0	0	0
cheer	noun	cheer	0	0	0	1	0	0	0	0	0	0	0	2	0	0
edge	noun	edge	0	0	0	0	1	1	0	0	0	0	0	0	1	0
eager	adjective	eager	0	0	0	0	0	0	0	0	1	0	0	0	2	0
eel	noun	eel	0	0	0	0	0	1	0	0	0	1	1	0	0	0
wonderland	noun	wonderland	1	0	0	0	0	0	0	0	0	0	0	0	2	0
candle	noun	candle	0	3	0	0	0	0	0	0	0	0	0	0	0	0
suit	noun	suit	0	0	0	1	0	1	0	1	0	0	0	0	0	0
alive	adjective	alive	0	0	0	0	0	0	0	0	2	0	0	0	1	0
dull	adjective	dull	0	1	0	0	0	0	0	0	0	1	0	0	1	0
hush	verb	hush	0	0	0	0	0	0	0	0	3	0	0	0	0	0
cautiously	adverb	cautiousli	0	0	0	0	0	0	0	2	0	1	0	0	0	0
putting	noun	putting	0	0	1	0	0	0	0	0	0	1	0	1	0	0
anxious	adjective	anxious	0	0	0	0	0	0	0	0	1	1	0	1	0	0
fold	verb	fold	0	0	0	0	1	1	0	0	0	1	0	0	0	0
plead	verb	plead	0	0	0	1	0	1	0	1	0	0	0	0	0	0
leg	noun	leg	0	1	0	0	0	0	1	0	1	0	0	0	0	0
apple	noun	apple	0	1	0	0	2	0	0	0	0	0	0	0	0	0
frog	noun	frog	0	0	0	1	0	0	2	0	0	0	0	0	0	0
throw	noun	throw	0	0	1	0	0	0	0	0	0	0	2	0	0	0
crab	noun	crab	0	0	0	2	0	0	0	0	0	1	0	0	0	0
eaglet	noun	eaglet	0	0	1	2	0	0	0	0	0	0	0	0	0	0
pencil	noun	pencil	0	0	0	0	0	0	0	0	0	0	0	1	2	0
account	noun	account	0	0	0	0	0	0	0	1	1	0	1	0	0	0
slip	verb	slip	0	0	2	0	0	0	0	0	0	0	0	1	0	0
trumpet	noun	trumpet	0	0	0	0	0	0	0	0	0	0	0	3	0	0
allow	verb	allow	0	0	0	1	0	1	0	0	1	0	0	0	0	0
mention	noun	mention	0	0	0	1	0	1	0	0	0	0	0	0	1	0
wander	verb	wander	0	1	0	0	1	0	0	0	1	0	0	0	0	0
red	adjective	red	0	1	0	0	0	0	0	0	2	0	0	0	0	0
explanation	noun	explanation	0	0	0	0	0	0	1	0	0	0	1	1	0	0
bed	noun	bed	0	1	0	1	0	0	0	1	0	0	0	0	0	0
gently	adverb	gentli	0	0	1	0	0	0	0	1	0	0	0	0	1	0
instance	noun	instance	0	0	0	0	0	0	1	1	1	0	0	0	0	0
upset	verb	upset	0	0	0	0	0	0	0	1	0	0	0	0	2	0
longer	noun	longer	0	1	0	0	1	0	0	0	0	1	0	0	0	0
pause	noun	pause	0	0	0	1	0	0	1	0	0	1	0	0	0	0
knowledge	noun	knowledge	0	1	1	0	0	0	1	0	0	0	0	0	0	0
jaw	noun	jaw	0	0	1	0	0	2	0	0	0	0	0	0	0	0
drawling	noun	drawling	0	0	0	0	0	0	0	0	0	3	0	0	0	0
opening	noun	opening	0	0	1	0	0	1	0	1	0	0	0	0	0	0
sorrow	noun	sorrow	0	0	0	0	0	0	0	0	0	2	0	0	1	0
swallow	verb	swallow	0	0	0	0	1	2	0	0	0	0	0	0	0	0
laugh	verb	laugh	0	0	0	1	0	0	1	0	0	0	0	0	1	0
general	noun	general	0	0	1	0	1	0	0	0	0	0	0	0	1	0
present	adjective	present	0	0	1	1	0	0	0	0	0	1	0	0	0	0
beast	noun	beast	0	1	0	0	0	0	0	0	1	0	0	1	0	0
introduce	verb	introduce	0	0	0	0	0	0	1	0	1	0	1	0	0	0
kick	verb	kick	0	0	0	0	2	1	0	0	0	0	0	0	0	0
press	noun	press	0	0	0	1	1	1	0	0	0	0	0	0	0	0
lost	adjective	lost	0	1	0	0	1	1	0	0	0	0	0	0	0	0
proper	adjective	proper	0	0	0	0	0	0	2	0	0	0	0	0	1	0
